mimic_code,mimic_display,target_system,target_code,target_display,comment,codesearch_query,codesearch_query_2,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning,codesearch_loinc_status,codesearch_loinc_target,codesearch_loinc_display,codesearch_loinc_confidence,codesearch_snomed_status,codesearch_snomed_target,codesearch_snomed_display,codesearch_snomed_confidence,observed_shape,loinc_scale_typ,scale_note
225342,IABP Zero/Calibrate,,,,"LOINC: no match for 'IABP Zero/Calibrate' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'IABP Zero/Calibrate' within <<363787002.",IABP Zero/Calibrate,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
225347,Midline Site Appear,,,,"LOINC: proposed 99716-3 |Dialysis access site appearance| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Midline Site Appear' within <<363787002.",Midline Site Appear,,99716-3,Dialysis access site appearance,0.70,below-threshold,Only access-site appearance code; midline catheter not specified,below-threshold,99716-3,Dialysis access site appearance,0.70,no-match,,,,NomOrd,,
225355,PA Catheter Site Appear,,,,"LOINC: proposed 80243-9 |Cardiac catheterization access site| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'PA Catheter Site Appear' within <<363787002.",PA Catheter Site Appear,,80243-9,Cardiac catheterization access site,0.70,below-threshold,PA catheter access site; closest match to catheter site appearance,below-threshold,80243-9,Cardiac catheterization access site,0.70,no-match,,,,NomOrd,,
225357,PA Catheter Waveform Appear,http://snomed.info/sct,128443005,Pulmonary arterial waveform,,PA Catheter Waveform Appear,,128443005,Pulmonary arterial waveform,0.85,ok,PA catheter waveform maps to pulmonary arterial waveform,no-match,,,,ok,128443005,Pulmonary arterial waveform,0.85,NomOrd,,
225358,PA Catheter Zero/Calibrate,,,,"LOINC: no match for 'PA Catheter Zero/Calibrate' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'PA Catheter Zero/Calibrate' within <<363787002.",PA Catheter Zero/Calibrate,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
225371,Pheresis Catheter Site Appear,http://loinc.org,99716-3,Dialysis access site appearance,,Pheresis Catheter Site Appear,"Pheresis Catheter Site Appear (recorded values: WNL, Oozing, Bleeding, Old blood, Erythematous, Redness, Ecchymotic, Drainage, Not assessed, Pain, Hematoma, Swelling)",99716-3,Dialysis access site appearance,0.80,ok,Appearance observation of an access site; closest to pheresis catheter site appearance,ok,99716-3,Dialysis access site appearance,0.80,no-match,,,,NomOrd,Nom,
225379,Indwelling Port (PortaCath) Site Appear,,,,"LOINC: no match for 'Indwelling Port (PortaCath) Site Appear' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 406148008 |Site of intravenous insertion| at 0.70, below the 0.8 threshold.",Indwelling Port (PortaCath) Site Appear,,,,,no-match,,no-match,,,,below-threshold,406148008,Site of intravenous insertion,0.70,NomOrd,,
225387,Presep Catheter Site Appear,,,,"LOINC: proposed 99716-3 |Dialysis access site appearance| at 0.60, below the 0.8 threshold. SNOMED CT: proposed 406148008 |Site of intravenous insertion| at 0.70, below the 0.8 threshold.",Presep Catheter Site Appear,,99716-3,Dialysis access site appearance,0.60,below-threshold,Closest to catheter site appearance observation; no peripheral/PICC match,below-threshold,99716-3,Dialysis access site appearance,0.60,below-threshold,406148008,Site of intravenous insertion,0.70,NomOrd,,
225388,Presep Catheter Waveform Appear,,,,"LOINC: no match for 'Presep Catheter Waveform Appear' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 128445003 |Central venous pressure waveform| at 0.75, below the 0.8 threshold.",Presep Catheter Waveform Appear,,,,,no-match,,no-match,,,,below-threshold,128445003,Central venous pressure waveform,0.75,NomOrd,,
225389,Presep Catheter Zero/Calibrate,,,,"LOINC: no match for 'Presep Catheter Zero/Calibrate' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Presep Catheter Zero/Calibrate' within <<363787002.",Presep Catheter Zero/Calibrate,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
225395,Triple Introducer Site Appear,http://loinc.org,99716-3,Dialysis access site appearance,,Triple Introducer Site Appear,,99716-3,Dialysis access site appearance,0.80,ok,FSN matches 'site appearance' for dialysis access,ok,99716-3,Dialysis access site appearance,0.80,,,,,NomOrd,Nom,
225397,Triple Introducer Waveform Appear,,,,"LOINC: no match for 'Triple Introducer Waveform Appear (recorded values: Not assessed, Sharp, Dampened, Overshoot)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 364681001 |Waveform observable| at 0.70, below the 0.8 threshold.",Triple Introducer Waveform Appear,"Triple Introducer Waveform Appear (recorded values: Not assessed, Sharp, Dampened, Overshoot)",,,,no-match,,no-match,,,,below-threshold,364681001,Waveform observable,0.70,NomOrd,,
225398,Triple Introducer Zero/Calibrate,,,,"LOINC: no match for 'Triple Introducer Zero/Calibrate' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Triple Introducer Zero/Calibrate' within <<363787002.",Triple Introducer Zero/Calibrate,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
225411,Patient on vent,http://snomed.info/sct,364698001,Ventilator observable,,Patient on vent,,364698001,Ventilator observable,0.85,ok,Captures patient being on a ventilator as observable,below-threshold,103747-2,Is the patient on invasive mechanical ventilation support,0.70,ok,364698001,Ventilator observable,0.85,NomOrd,,
225414,Home without services,,,,"LOINC: no match for 'Home without services' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 183929004 |No home medical services| at 0.80 but that code is not a member of <<363787002.",Home without services,,,,,no-match,,no-match,,,,out-of-constraint,183929004,No home medical services,0.80,,,
225485,Insertion kit used (THCEN),,,,"LOINC: no match for 'Insertion kit used (THCEN)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Insertion kit used (THCEN)' within <<363787002.",Insertion kit used (THCEN),,,,,no-match,,no-match,,,,no-match,,,,,,
225486,Hand cleansing prior to procedure (THCEN),http://snomed.info/sct,258154008,Washing hands,,Hand cleansing prior to procedure (THCEN),,258154008,"Washing hands, function",0.80,ok,Hand cleansing = washing hands; observable entity matches type,no-match,,,,ok,258154008,"Washing hands, function",0.80,,,
225487,Barrier precautions in place (THCEN),,,,"LOINC: proposed 96548-3 |Whether the patient was isolated per Infection Prevention and Control guidelines| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Barrier precautions in place (THCEN)' within <<363787002.",Barrier precautions in place (THCEN),,96548-3,Whether the patient was isolated per Infection Prevention and Control guidelines,0.70,below-threshold,Closest broader match for barrier precautions in place,below-threshold,96548-3,Whether the patient was isolated per Infection Prevention and Control guidelines,0.70,no-match,,,,,,
225488,Follow-up X-RAY Ordered (THCEN),,,,"LOINC: no match for 'Follow-up X-RAY Ordered (THCEN)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Follow-up X-RAY Ordered (THCEN)' within <<363787002.",Follow-up X-RAY Ordered (THCEN),,,,,no-match,,no-match,,,,no-match,,,,,,
225489,Site cleansed with ChloraPrep (THCEN),,,,"LOINC: no match for 'Site cleansed with ChloraPrep (THCEN)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Site cleansed with ChloraPrep (THCEN)' within <<363787002.",Site cleansed with ChloraPrep (THCEN),,,,,no-match,,no-match,,,,no-match,,,,,,
225490,Timeout Performed by (THCEN),http://loinc.org,81686-8,Performed preoperative time-out assessment,,Timeout Performed by (THCEN),,81686-8,Performed preoperative time-out assessment,0.85,ok,FSN matches surgical time-out performed; THCEN is performer role,ok,81686-8,Performed preoperative time-out assessment,0.85,,,,,,Ord,
225491,Patient identified correctly by 2 means (THCEN),http://loinc.org,81681-9,Verified two types of patient identification,,Patient identified correctly by 2 means (THCEN),,81681-9,Verified two types of patient identification,0.85,ok,FSN matches 'identified by 2 means' meaning,ok,81681-9,Verified two types of patient identification,0.85,,,,,,Ord,
225492,Verification of (THCEN),,,,"LOINC: proposed 43834-1 |Tetrahydrocannabinol [Presence] in Specimen| at 0.75, below the 0.8 threshold. SNOMED CT: no match for 'Verification of (THCEN)' within <<363787002.",Verification of (THCEN),,43834-1,Tetrahydrocannabinol [Presence] in Specimen,0.75,below-threshold,Verification of THC maps to THC presence test in specimen,below-threshold,43834-1,Tetrahydrocannabinol [Presence] in Specimen,0.75,no-match,,,,,,
225498,Timeout performed by (PACEN),,,,"LOINC: proposed 81686-8 |Performed preoperative time-out assessment| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Timeout performed by (PACEN)' within <<363787002.",Timeout performed by (PACEN),,81686-8,Performed preoperative time-out assessment,0.70,below-threshold,Closest match to 'timeout performed'; PACEN is non-coded qualifier,below-threshold,81686-8,Performed preoperative time-out assessment,0.70,no-match,,,,,,
225499,Patient identified correctly by 2 means (PACEN),http://loinc.org,81681-9,Verified two types of patient identification,,Patient identified correctly by 2 means (PACEN),,81681-9,Verified two types of patient identification,0.85,ok,FSN matches 'identified by 2 means' meaning,ok,81681-9,Verified two types of patient identification,0.85,,,,,,Ord,
225500,Verification of (PACEN),,,,"LOINC: no match for 'Verification of (PACEN)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 773669000 |Paced Auditory Serial Addition Test score| at 0.70, below the 0.8 threshold.",Verification of (PACEN),,,,,no-match,,no-match,,,,below-threshold,773669000,Paced Auditory Serial Addition Test score,0.70,,,
225501,Insertion kit used (PACEN),,,,"LOINC: no match for 'Insertion kit used (PACEN)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Insertion kit used (PACEN)' within <<363787002.",Insertion kit used (PACEN),,,,,no-match,,no-match,,,,no-match,,,,,,
225503,Hand cleansing prior to procedure (PACEN),http://snomed.info/sct,258154008,Washing hands,,Hand cleansing prior to procedure (PACEN),,258154008,"Washing hands, function",0.80,ok,FSN matches hand cleansing; 'prior to procedure' is context qualifier,no-match,,,,ok,258154008,"Washing hands, function",0.80,,,
225504,Site cleaned with ChloraPrep (PACEN),,,,"LOINC: no match for 'Site cleaned with ChloraPrep (PACEN)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Site cleaned with ChloraPrep (PACEN)' within <<363787002.",Site cleaned with ChloraPrep (PACEN),,,,,no-match,,no-match,,,,no-match,,,,,,
225506,Barrier precautions in place (PACEN),,,,"LOINC: no match for 'Barrier precautions in place (PACEN)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Barrier precautions in place (PACEN)' within <<363787002.",Barrier precautions in place (PACEN),,,,,no-match,,no-match,,,,no-match,,,,,,
225510,Patient (Bronch),,,,"LOINC: proposed 18744-3 |Bronchoscopy study| at 0.85, which passed the constraint but LOINC SCALE_TYP=Doc, i.e. a document type, which is not a legal Observation.code for a single flowsheet value. SNOMED CT: no match for 'Patient (Bronch)' within <<363787002.",Patient (Bronch),,18744-3,Bronchoscopy study,0.85,scale-mismatch,FSN matches bronchoscopy; EBUS candidate oversteps with method,scale-mismatch,18744-3,Bronchoscopy study,0.85,no-match,,,,,Doc,"LOINC SCALE_TYP=Doc, i.e. a document type, which is not a legal Observation.code for a single flowsheet value"
225511,Indications (Bronch),,,,"LOINC: proposed 19777-2 |Indications Endoscopy| at 0.75, below the 0.8 threshold. SNOMED CT: no match for 'Indications (Bronch)' within <<363787002.",Indications (Bronch),,19777-2,Indications Endoscopy,0.75,below-threshold,Closest broader match; bronchoscopy is a type of endoscopy,below-threshold,19777-2,Indications Endoscopy,0.75,no-match,,,,,,
225513,Route (Bronch),,,,"LOINC: proposed 71468-3 |Route Medication| at 0.50, below the 0.8 threshold. SNOMED CT: no match for 'Route (Bronch)' within <<363787002.",Route (Bronch),,71468-3,Route Medication,0.50,below-threshold,Broader route-of-administration concept; loses bronchial qualifier but same type,below-threshold,71468-3,Route Medication,0.50,no-match,,,,,,
225514,Type (Bronch),,,,"LOINC: no match for 'Type (Bronch)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Type (Bronch)' within <<363787002.",Type (Bronch),,,,,no-match,,no-match,,,,no-match,,,,,,
225516,Location (Bronch),,,,"LOINC: no match for 'Location (Bronch)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Location (Bronch)' within <<363787002.",Location (Bronch),,,,,no-match,,no-match,,,,no-match,,,,,,
225518,Services (Bronch),,,,"LOINC: proposed 18744-3 |Bronchoscopy study| at 0.80, which passed the constraint but LOINC SCALE_TYP=Doc, i.e. a document type, which is not a legal Observation.code for a single flowsheet value. SNOMED CT: no match for 'Services (Bronch)' within <<363787002.",Services (Bronch),,18744-3,Bronchoscopy study,0.80,scale-mismatch,Closest LOINC match for bronchoscopy services,scale-mismatch,18744-3,Bronchoscopy study,0.80,no-match,,,,,Doc,"LOINC SCALE_TYP=Doc, i.e. a document type, which is not a legal Observation.code for a single flowsheet value"
225524,Complications (Bronch),http://loinc.org,19817-6,Complications,,Complications (Bronch),,19817-6,Complications,0.80,ok,Primary concept Complications; Bronch is a non-coded qualifier,ok,19817-6,Complications,0.80,,,,,,Nom,
225526,Bronchoalveolar lavage (BAL) / washing (Bronch),,,,"LOINC: no match for 'Bronchoalveolar lavage (BAL) / washing (Bronch)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 397397002 |Bronchoscopy and bronchoalveolar lavage| at 0.85 but that code is not a member of <<363787002.",Bronchoalveolar lavage (BAL) / washing (Bronch),,,,,no-match,,no-match,,,,out-of-constraint,397397002,Bronchoscopy and bronchoalveolar lavage,0.85,,,
225527,Endobronchial ultrasound (EBUS) (Bronch),,,,"LOINC: proposed 100231-0 |Endobronchial ultrasound study| at 0.95, which passed the constraint but LOINC SCALE_TYP=Doc, i.e. a document type, which is not a legal Observation.code for a single flowsheet value. SNOMED CT: no match for 'Endobronchial ultrasound (EBUS) (Bronch)' within <<363787002.",Endobronchial ultrasound (EBUS) (Bronch),,100231-0,Endobronchial ultrasound study,0.95,scale-mismatch,FSN matches EBUS study exactly,scale-mismatch,100231-0,Endobronchial ultrasound study,0.95,no-match,,,,,Doc,"LOINC SCALE_TYP=Doc, i.e. a document type, which is not a legal Observation.code for a single flowsheet value"
225528,Brushings (Bronch),,,,"LOINC: no match for 'Brushings (Bronch)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Brushings (Bronch)' within <<363787002.",Brushings (Bronch),,,,,no-match,,no-match,,,,no-match,,,,,,
225529,Transbronchial biopsy (Bronch),,,,"LOINC: no match for 'Transbronchial biopsy (Bronch)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Transbronchial biopsy (Bronch)' within <<363787002.",Transbronchial biopsy (Bronch),,,,,no-match,,no-match,,,,no-match,,,,,,
225530,Transbronchial needle aspirate (Bronch),,,,"LOINC: no match for 'Transbronchial needle aspirate (Bronch)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 432140002 |Specimen from bronchus obtained by fine needle aspiration biopsy| at 0.90 but that code is not a member of <<363787002.",Transbronchial needle aspirate (Bronch),,,,,no-match,,no-match,,,,out-of-constraint,432140002,Specimen from bronchus obtained by fine needle aspiration biopsy,0.90,,,
225531,Conscious sedation used (Bronch),,,,"LOINC: no match for 'Conscious sedation used (Bronch)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Conscious sedation used (Bronch)' within <<363787002.",Conscious sedation used (Bronch),,,,,no-match,,no-match,,,,no-match,,,,,,
225532,Photodynamic therapy PDT (Bronch),,,,"LOINC: no match for 'Photodynamic therapy PDT (Bronch)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Photodynamic therapy PDT (Bronch)' within <<363787002.",Photodynamic therapy PDT (Bronch),,,,,no-match,,no-match,,,,no-match,,,,,,
225533,Autofluorescence AF (Bronch),,,,"LOINC: proposed 18744-3 |Bronchoscopy study| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Autofluorescence AF (Bronch)' within <<363787002.",Autofluorescence AF (Bronch),,18744-3,Bronchoscopy study,0.70,below-threshold,No autofluorescence-specific LOINC; bronchoscopy study is closest broader match,below-threshold,18744-3,Bronchoscopy study,0.70,no-match,,,,,,
225536,Hand cleansing prior to procedure (Bronch),,,,"LOINC: no match for 'Hand cleansing prior to procedure (Bronch)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 258154008 |Washing hands, function| at 0.75, below the 0.8 threshold.",Hand cleansing prior to procedure (Bronch),,,,,no-match,,no-match,,,,below-threshold,258154008,"Washing hands, function",0.75,,,
